id,text_bn,text_en,sentiment,gender_reference,dialect,dialect_raw,style,source_type,length_char,length_words,dialect_marker_count,cross_dialect_marker_count,dialect_authenticity,is_political_content
12106,গাধা ছাগল আর গাবতলা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The donkey, the goat and the shade of the fig tree now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,Facebook,83,17,0,0,no_markers_found,False
12107,তেজি গালভরা আর ঠাসা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The fierce one, the mouthful and the hard thing now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,83,17,0,0,no_markers_found,False
12108,নুইরা গিরা আর ভইজান হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The weak one, the knot and the brother-in-law now, it will be, it is not the word, understand.",Neutral,Male,Rangpuri,Rangpuri,Informal,Manually written,83,17,0,0,no_markers_found,False
12109,গুদা খোরপোষ আর গোঁজামিল হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The butt, the maintenance and the makeshift now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Informal,News comment,87,17,0,0,no_markers_found,False
12110,নিকাই খ্যাপা ঘোড়া আর মাইনসেক হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The cleaning, the mad horse and to the people now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,92,18,0,0,no_markers_found,False
12111,অবধি দ্যাশের মানুষ আর গমক হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The limit, the people of the country and the fragrance now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,89,18,0,0,no_markers_found,False
12112,নানান পাটকাঠি আর খড় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Various, the jute stick and the straw now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,83,17,0,0,no_markers_found,False
12113,গাঁইট্টা চাটাই আর ধানসাগর হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The knot, the mat and the paddy sea now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,89,17,0,0,no_markers_found,False
12114,পোকা-মাকড় নেউল আর ঝড়ঝড় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Insects, the mongoose and the profuseness now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,86,17,0,0,no_markers_found,False
12115,গুরগুর ধাইরা আর ঝুপ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The rumbling, the sharp edge and quickly now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,83,17,0,0,no_markers_found,False
12116,গামলা টিপা আর গোপা হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The basin, the press and the knot now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,82,17,0,0,no_markers_found,False
12117,খৈ মধুরা আর গোমাইয়া হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Puffed rice, sweetness and sleeping now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,83,17,0,0,no_markers_found,False
12118,ধোয়া নাকফুল আর গায়ে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Washing, the nose pin and the body now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,83,17,0,0,no_markers_found,False
12119,ঝালমুড়ি ঠান্ডা আর গরূ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Spicy puffed rice, cold and the cow now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,85,17,0,0,no_markers_found,False
12120,কইরা ফেল নাইকো আর ভূঁই হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Throwing away, no one and the land now, it will be, it is not the word, understand.",Negative,Neutral,Rangpuri,Rangpuri,Formal,Twitter,86,18,0,1,cross_dialect_conflict,False
12121,কইসা বুজে আর লইয়া গেসো হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Squeezing, it understands and you took now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,86,18,0,0,no_markers_found,False
12122,দিয়া গেসো ভাত-পানি আর কুল হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"You gave, food and water and the jujube now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,89,18,0,0,no_markers_found,False
12123,মালসা ধান-পাট আর ঝাপ হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The earthenware bowl, the paddy-jute and the trap now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Manually written,84,17,0,0,no_markers_found,False
12124,থালা গাহন নানান বাড়ি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"The plate, the bath, various houses now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,News comment,84,17,0,0,no_markers_found,False
12125,যাইবার খাইবার আর লইবার হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"Going, eating and taking now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Formal,Twitter,86,17,0,0,no_markers_found,False
12126,দ্যাখবার লইয়া যাই আর আইয়া দে হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয়।,"Seeing, taking and coming now, it will be, it is not the word.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,Facebook,86,18,0,0,no_markers_found,False
12127,যাইতেছি খাইতেছি আর লইতেছি হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় হামনে হইব কথাটা নয় বুজলা।,"I am going, eating and taking now, it will be, it is not the word, understand.",Neutral,Neutral,Rangpuri,Rangpuri,Informal,YouTube,89,17,0,0,no_markers_found,False
